id,url,price,currency,status,brokerName,beds,baths,fullAddress,city,state,street,zipcode,latitude,longitude,image,photos,zestimate,rentZestimate,trueStatus,contingentListingType,daysOnZillow,parcelNumber,brokerPhoneNumber,agentName,agentPhoneNumber,agentEmail,agentOtherEmails,homeType,yearBuilt,area,lotArea,lotAreaUnits,description,schools,priceHistory
30783840,https://www.zillow.com/homedetails/1866-E-34th-St-Brooklyn-NY-11234/30783840_zpid/,788000,USD,FOR_SALE,Re/Max Real Estate Professiona,2,3,1866 E 34th St,Brooklyn,NY,1866 E 34th St,11234,40.61075,-73.93533,https://photos.zillowstatic.com/fp/e612434e4267b9d7727892ba00702fbd-p_h.jpg,"https://photos.zillowstatic.com/fp/e612434e4267b9d7727892ba00702fbd-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/0d9d97e058c329cec09957b4fcd7bc8e-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/e697bf01de71662d28ac29d9754a0c63-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/50dd2307bdfc18245d28a32783e1cc30-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/d37f9317f1ccacfb0171b0bfd92ff059-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/22e8adaa1b44541cbdc97f603eb9597f-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/f3737c7c1ebfa79e559d2f7617988963-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/08fc28ff9e55af9cdb9dcbb527fbe3f1-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/6dba3c1fab1e19c61588b909f5b7cb1e-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/0faac306f5c6fad82bc4fc2ef9c8b8ee-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/f8623bbef111f14be04e65ac24915429-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/0a148cffe0c662a5186c33865d05ab02-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/6f66aa392bf8aa0097368a66dcdc3d37-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/f52dce887f13e1fb4bb4326f7c9e37d0-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/96aacd7be0804d16a2319d00e3b5f5ed-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/8e7adeb3ec7d412f2d106ad26a63e16c-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/3a57276a1e3a2312db0c292823498686-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/e54ce40d37b771638baaaa817f22995b-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/64fc3869e08035282cee3d06e3286e78-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/9f401ed704d3115d96680afcae2412c4-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/1feb6715be2a759087b17c31cfd4d62b-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/305b775bfe50b52366593e79861e9138-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/96782e769e1c720bb1f53733516ead64-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/5945f0e32f44b608ef6800268cbed8e0-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/1db3354e2c8667f07ad6058666200795-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/2d3076278fa0bd9eba707ffe883177fe-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/6afb867f8083a1ea680e03b5d7205017-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/744495bc81c2b9adc2540d1dc1ea37fd-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/eeb2aaa67dad464c6f5ffc473d89daea-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/3ff8284794f1b65209bff6e75f41beab-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/dddbc6d0f7ff469bfa7753cd7117fcdc-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/91cb258076f1bf2ae63bd18788410c08-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/9f38be79ddd81a1696da97f21eb9076e-uncropped_scaled_within_1536_1152.jpg",779100,2993,,,6,084770068,718-872-5522,Long Tommy Ngo,347-707-6051,,,SINGLE_FAMILY,1930,952,1800,Square Feet,"Welcome to Your New Home in the Heart of Marine Park!  Discover this beautiful, well-maintained single-family home located in the highly sought-after Marine Park neighborhood. This charming residence features 2 spacious bedrooms, 2 full bathrooms, and 1 half bath, offering a perfect blend of comfort, style, and functionality.  First Floor Features:  Bright and airy living room with large windows  Formal dining room perfect for entertaining  Oversized kitchen with tasteful brown wood cabinetry, stone countertops, and modern appliances  Convenient half bathroom  Doors led to a fully decked backyard with detached garage  Second Floor:  Spacious primary bedroom  Comfortable second bedroom Large, well-appointed full bathroom  Fully Finished Basement:  8-foot ceilings and a large open area—ideal as a playroom, extra room, or space and Full Bath  Dedicated boiler room and washer/dryer  Impeccably maintained and versatile for multiple uses  Additional Features:   Hardwood floors throughout  Updated electrical system  40-gallon AO Smith Proline water tank  Efficient heating system  Two front carports and a welcoming front porch  Prime Location: Minutes from Marine Park (Avenue S entrance)  Close to shopping, schools, and public transportation",,
30750079,https://www.zillow.com/homedetails/2614-E-28th-St-Brooklyn-NY-11235/30750079_zpid/,788000,USD,FOR_SALE,eXp Realty BKNY,3,2,2614 E 28th St,Brooklyn,NY,2614 E 28th St,11235,40.58891,-73.94196,https://photos.zillowstatic.com/fp/533d639f0a793647f428bed6d2733fe9-p_h.jpg,"https://photos.zillowstatic.com/fp/533d639f0a793647f428bed6d2733fe9-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/fdf83101f8872e0f759df47844bfc3f0-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/9cafa4dc6b098aae4a8a3806d31f2ed9-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/5d31eeb69ad2b0650ceca1245ac99da2-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/72f63f179fd0e8eed6eebc2cf90e37f1-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/d5969fa47b2b255ff12335b713bff227-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/3ff5804c650de47091769d5ad36d215f-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/e94d02345c47ae7d1f537cf6404df14b-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/652281989ef07785d2b684b19e0ed55f-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/ab7b8b1da20ae93dd6296d68222f41d4-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/9e411b7eabcea9da3dccb06988320cae-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/c083072bdc03b6a2c1397842cbf7c7f5-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/efd608ed361a5962e18daedf798df2fc-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/367e7945d7a28b57e501822d6d560725-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/f7d48338d582c6e260b338b1573e23e4-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/6be4a63a8ddccdf230a82317fb9147ec-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/4a7361b391d3b9df993a47ba2f2350f2-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/2c1ebef25e1238e5a9cc34791bfab790-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/e7b9510f2ac497d33dc726b51549757a-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/021f1709b3b11830cf84516ad0811a23-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/bd1119debf777e82190348a3759c8e2a-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/4305599cd5de449e00cd1e4a8f81e7bf-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/d2393197e3df5472bdf7239b4d210db2-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/9322bd67711e33450234f2f93c1ddfdd-uncropped_scaled_within_1536_1152.jpg",769100,3320,,,6,074720011,888-276-0630,John P. Reinhardt,718-926-6140,,,SINGLE_FAMILY,1930,816,2000,Square Feet,"Imagine living just minutes away from Sheepshead Bay in this beautifully renovated one family home.  Top notch remodel with Cathedral Vaulted Ceilings in Living Room and Bedroom.  Enjoy the OPEN FLOW of the kitchen, living room area with Island making it great for entertaining or enjoying family time together.  Your kitchen is blessed with brand new stainless appliances the farmhouse style sink and range hood over stove make this a chef's dream.    Relax and unwind in the primary bedroom with new sliders to the private deck delivering you to the enclosed yard and/or garden. You have the space to create what you want in your own private yard space.  The lower level has been recreated for extra space for your family to enjoy.  Fully tiled and open making this gathering space light and airy.  There is a space to use your new washer and dryer and or chill as you head out the back door to your new backyard outdoor space.  The extra room in the front is a bonus room that would make a great office or craft room or whatever your heart's desire.  The lower level also features a brand-new bathroom with shower that will come in handy for guests or family.  If this sounds like it checks off a lot of the boxes for you, then make sure you get to see it soon.  Homes this special rarely hit the market in Sheepshead Bay and a move in condition home like this one is going to be hard to pass up.",,
30765346,https://www.zillow.com/homedetails/2221-Utica-Ave-Brooklyn-NY-11234/30765346_zpid/,699900,USD,FOR_SALE,Reony.Com Ltd,2,2,2221 Utica Ave,Brooklyn,NY,2221 Utica Ave,11234,40.617584,-73.92638,https://photos.zillowstatic.com/fp/e0b28ed8e22a5a6aae4b57422e2ff95b-p_h.jpg,"https://photos.zillowstatic.com/fp/e0b28ed8e22a5a6aae4b57422e2ff95b-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/2a5f87f3d8f0fb06f1c74308c33cb091-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/56219037f0200f8a8a800a3ea9869387-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/54729e60a3a798813c602766b48c0874-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/6b87772032963c228ec50b539103c3dd-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/687c5355444f703113adb3ab2965c328-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/d5e940b812b505cc3f19b56e7a31ab27-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/596a5a23a189fe518d23699434b50505-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/32dacec1aaa1d697179dd3df52e8963f-uncropped_scaled_within_1536_1152.jpg",707600,2571,,,7,078950021,718-835-8800,Shelly V. Irizarry,718-835-8696,,,SINGLE_FAMILY,1920,1254,2000,Square Feet,"Opportunity knocks in the heart of Old Mill Basin! This 2-bedroom, 1.5 bath single-family home sits on a 20x100 lot and offers a full basement and tons of upside for the right buyer. The property needs repairs/upgrades, making it ideal for investors, developers, or savvy buyers looking to customize their dream home. With a solid footprint and classic layout, there’s room to reimagine every detail to suit your style. Located near shopping, schools, and public transportation, this home combines neighborhood charm with easy access to everything Brooklyn has to offer. Whether you're restoring for resale or long-term living, this is your chance to bring a vision to life in one of Brooklyn’s most established communities. Don’t miss this diamond in the rough. Schedule your showing today!",,
63608460,https://www.zillow.com/homedetails/510-Watkins-St-Brooklyn-NY-11212/63608460_zpid/,0,USD,FOR_SALE,Auction.com,,,510 Watkins St,Brooklyn,NY,510 Watkins St,11212,40.660038,-73.90566,https://photos.zillowstatic.com/fp/5b18a12aeb3510096454bf2b9124cac5-p_h.jpg,"https://photos.zillowstatic.com/fp/5b18a12aeb3510096454bf2b9124cac5-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/aad676b366cac0c1870be65cbda1bd50-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/8cf1f9118758eb030674ab987618ba3b-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/e307c83144216e91c2bad64449721a6b-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/3cccfc7f6bf714d0f5cc068181274c22-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/225dbe25e6caeaea7f3512638d2621b3-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/8ac4a889cb994a46e7e4de4552c6fb33-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/e7c38140cbf9688ad6ddb1d60784304b-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/9c6eafe220f8a239f42f830d54247062-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/9a7bb0065f36864a5200ccb9a69281be-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/dce69e7ff4d1b654fc6e289426ad0dec-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/f4abd1e580db71b28cd71b825c655e43-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/f1e4b2ea3482becac5f4d68993155e61-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/a66e99f313f4b8dc05c059eaf3e3b606-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/a7ba5af8b40564d91f4b234dc36523e4-uncropped_scaled_within_1536_1152.jpg",656700,3587,,,7,036050131,800-793-6107,Auction.com Customer Service,800-793-6107,,,SINGLE_FAMILY,2002,1260,1742.4,Square Feet,"Buy This Property on Auction.com.
This foreclosure property offered by Auction.com may sell below market value.
SAVE THIS PROPERTY NOW on Auction.com to receive alerts about auction dates and status changes.
Auction.com is the nation's largest online real estate auction marketplace with over half-a-million properties sold.",,
453239342,https://www.zillow.com/homedetails/760-E-78th-St-1-Brooklyn-NY-11236/453239342_zpid/,605000,USD,FOR_SALE,Prophete Alexandra,3,2,760 E 78th St #1,Brooklyn,NY,760 E 78th St #1,11236,40.63476,-73.91537,https://photos.zillowstatic.com/fp/279c6977bbbd8b77db9b96824940f4bb-p_h.jpg,https://photos.zillowstatic.com/fp/279c6977bbbd8b77db9b96824940f4bb-uncropped_scaled_within_1536_1152.jpg,621500,,Active,,61,,917-510-4810,Faith Corbett,917-510-4810,contactfaithc@gmail.com,,SINGLE_FAMILY,1960,1800,,sqft,"Short Sale - Subject to bank approval. Single family in need of TLC. 3 bedroom, 1.5 bathrooms",,
30764813,https://www.zillow.com/homedetails/1355-E-57th-St-Brooklyn-NY-11234/30764813_zpid/,735000,USD,FOR_SALE,Island Advantage Realty LLC,3,2,13-55 57th Street E,Brooklyn,NY,13-55 57th Street E,11234,40.6204,-73.91995,https://photos.zillowstatic.com/fp/fb46a93221bd21481aecea95c6a23bd3-p_h.jpg,"https://photos.zillowstatic.com/fp/fb46a93221bd21481aecea95c6a23bd3-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/e300f193cf84727c0955b5497e625b3f-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/32b393614db3438fc365d0d5500cd4d4-uncropped_scaled_within_1536_1152.jpg",723900,3494,,,62,078820022,631-351-6000,Todd A. Yovino,631-351-6000,todd@iarny.com,,SINGLE_FAMILY,1920,1316,2050,Square Feet,"This Colonial Style Home Features 3 Bedrooms, 1.5 Baths, Formal Dining Room, Full Basement & 1 Car Garage. The information provided is estimated to the best of our abilities at this time.",,
30784517,https://www.zillow.com/homedetails/1762-E-52nd-St-Brooklyn-NY-11234/30784517_zpid/,710000,USD,FOR_SALE,Lanixter Realty,2,2,1762 E 52nd St,Brooklyn,NY,1762 E 52nd St,11234,40.616287,-73.924934,https://photos.zillowstatic.com/fp/7917ac9abb644c7e333f1d8855c1a47f-p_h.jpg,"https://photos.zillowstatic.com/fp/7917ac9abb644c7e333f1d8855c1a47f-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/ee84dd1846ad3dd804fb2b4208f7a7d6-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/a270d2f72dd5fcab90d0fbdb30a34e18-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/5949d23beb5d42b988b49abb189f81c5-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/63dc7ecb9c44b551d46f115a6dc6421d-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/200471888f8d860bb9505d7182b5dc0c-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/e9eeb7406302c529bc8ac7fa271c0d8a-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/d23d63bc6d83376c29a4f6e5dad9e9c5-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/6201fa2d4c8014ad966578e83f0661d4-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/204351faf50ed87329ef868cb8f06bd1-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/c9a897f8e7cb903cc4336c312c842b07-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/b62bf26a8fb24e82a3c2f987b0c10a72-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/669aeafdcc18996897855ffff5257dc9-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/03f37c1b171cb1c4290761b1a3668540-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/a394618b14e722cfbb7ea9eb791df483-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/423ecc34b7465b0ec573de22e2157f1a-uncropped_scaled_within_1536_1152.jpg",706000,3624,,,63,084910043,718-614-3306,Jerome Anixter,(718) 614-3306,jerome@lanixter.com,,SINGLE_FAMILY,1925,1041,2500,Square Feet,"Fully Detached One Family home with Private driveway and a 2-car garage with a loft for storage. This home is in very good condition with finished basement. Oversized backyard with pavers, Open concept living room and kitchen. Home is also equipped with solar panels with Central Air and Heat.",,
30750686,https://www.zillow.com/homedetails/1627-New-York-Ave-Brooklyn-NY-11210/30750686_zpid/,825000,USD,FOR_SALE,Kaloshi Real Estate Inc,4,2,1627 New York Ave,Brooklyn,NY,1627 New York Ave,11210,40.633,-73.94444,https://photos.zillowstatic.com/fp/0f763ec1c099fab117bdaf6310a9a835-p_h.jpg,https://photos.zillowstatic.com/fp/0f763ec1c099fab117bdaf6310a9a835-uncropped_scaled_within_1536_1152.jpg,819100,3822,,,63,075610024,718-287-5200,Javed Iqbal,347-234-1049,kaloshirealty@gmail.com,,SINGLE_FAMILY,1925,1290,2000,Square Feet,"4.5 Bedrooms | Full Finished Basement | 2-Car Garage | Shared Driveway    Don't miss this incredible opportunity to own a spacious home in the heart of Brooklyn! This charming property features:    4.5 generously sized bedrooms – perfect for a growing family or extra home office space    Full finished basement – ideal for entertaining.    Shared driveway with private 2-car garage – a rare find in Brooklyn!    Bright and airy living areas, hardwood floors, and original details throughout    Located in a vibrant and convenient neighborhood, close to shopping, schools, and public transportation.     Motivated seller.",,
30761536,https://www.zillow.com/homedetails/1299-E-39th-St-Brooklyn-NY-11210/30761536_zpid/,0,USD,FOR_SALE,Auction.com,,,1299 E 39th St,Brooklyn,NY,1299 E 39th St,11210,40.62523,-73.937744,https://photos.zillowstatic.com/fp/1fc25cab59ab67ddbdd759fb51cad7b1-p_h.jpg,"https://photos.zillowstatic.com/fp/1fc25cab59ab67ddbdd759fb51cad7b1-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/97351dccf7b1dfaa4cc160711c791100-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/b1626ec76b04574a10b9e5e4c8c83147-uncropped_scaled_within_1536_1152.jpg",729400,3869,,,,078090010,800-793-6107,Auction.com Customer Service,800-793-6107,,,SINGLE_FAMILY,1930,1080,1742.4,Square Feet,"Buy This Property on Auction.com.
This foreclosure property offered by Auction.com may sell below market value.
SAVE THIS PROPERTY NOW on Auction.com to receive alerts about auction dates and status changes.
Auction.com is the nation's largest online real estate auction marketplace with over half-a-million properties sold.",,
30732378,https://www.zillow.com/homedetails/3618-Bay-View-Ave-Brooklyn-NY-11224/30732378_zpid/,599000,USD,FOR_SALE,Berkshire Hathaway HomeServices Fillmore Real Estate,4,2,3618 Bay View Ave,Brooklyn,NY,3618 Bay View Ave,11224,40.580692,-74.00333,https://photos.zillowstatic.com/fp/1a977f019423e46094bff64b9c61e68a-p_h.jpg,"https://photos.zillowstatic.com/fp/1a977f019423e46094bff64b9c61e68a-uncropped_scaled_within_1536_1152.jpg, https://photos.zillowstatic.com/fp/9f2b1767ea5d13ec8f6264508dc5ac40-uncropped_scaled_within_1536_1152.jpg",,3605,Active,,1,069610007,718-615-2007,Ken MacBride,718-615-2007,kenmacbride@bhhsfillmore.com,,SINGLE_FAMILY,1970,1520,,sqft,"Single-Family Home – Coney Island Opportunity awaits in this spacious single-family home located in vibrant Coney Island. Offering approximately 1,520 square feet of living space, this property features 4 bedrooms, a one-car carport, and a private backyard—ideal for outdoor enjoyment. Property is being sold as-is with occupants in place. Perfect for investors or buyers seeking long-term potential in a growing neighborhood. External viewing only.",,
